,title,lyricist,composer,lyrics,singer,clean,sen_text,length,text,sen_seg_text,seg_text
0, 我是誰,梁錦興 / Jony J,MOURICE / KINGMING,作詞：梁錦興 / Jony J 作曲：MOURICE / KINGMING  習慣了黑的深邃 再野 也無畏 等星墜的餘輝 照亮誰 流放者的同類 藏著寂寞在防衛 但溫柔總是無堅不摧   Rap： 我早就習慣獨自站在山頂眺望 不需要聲勢浩蕩 路在白天走靠太陽夜裡靠我目光照亮 除了麻木的孤獨感 會讓我輸得慘 我還沒碰到什麼其它讓我覺得真的難 就算逆著風 目光堅定氣勢洶 我告訴自己憑著感覺一直沖 就是在創造歷史中 翻高山 走峭壁 我獨自驚天動地 沒有目的 沒顧忌 才會讓我更加用力   沒遇見你我是誰 沒有你的我是誰 沒有你 無所謂 我是誰 習慣了黑的深邃 再野也無畏 看星墜的餘輝照亮誰 流放者等同類 藏著寂寞在防衛 但溫柔總是無堅不摧   Rap： 我在漫無目的之中虛度 又沒人催促 無家可歸的漂流客在妄想找到歸宿 早就沒了目的地像只盤旋的孤雁    就在我快要放棄之前 你突然出現 帶給我光亮 讓我在無窮盡的漆黑裡面找到方向 不會再猶豫 不再四處張望 你拿走我的在乎我的所有注意力  但讓我知道我是誰也給我一個目的地  沒遇見你我是誰 沒有你的我是誰 當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰  冷漠是盔甲裡的人強忍的傷悲 一滴淚就能被摧毀 (Rap : 你拿走我的在乎我的所有注意力)  拒絕向宿命妥協因為心有所歸 是你的 我不屬於誰 (Rap : 但讓我知道我是誰也給我一個目的地)  沒遇見你我是誰 (Rap : 你拿走我的在乎我的所有注意力)  沒有你的我是誰 (Rap : 但讓我知道我是誰也給我一個目的地)  當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰 (Rap : 你拿走我的在乎我的所有注意力)  瞳孔裡不再是黑白灰 (Rap : 但讓我知道我是誰也給我一個目的地)  你知道 我是誰      ,tsai,： ：  習慣了黑的深邃 再野 也無畏 等星墜的餘輝 照亮誰 流放者的同類 藏著寂寞在防衛 但溫柔總是無堅不摧   Rap： 我早就習慣獨自站在山頂眺望 不需要聲勢浩蕩 路在白天走靠太陽夜裡靠我目光照亮 除了麻木的孤獨感 會讓我輸得慘 我還沒碰到什麼其它讓我覺得真的難 就算逆著風 目光堅定氣勢洶 我告訴自己憑著感覺一直沖 就是在創造歷史中 翻高山 走峭壁 我獨自驚天動地 沒有目的 沒顧忌 才會讓我更加用力   沒遇見你我是誰 沒有你的我是誰 沒有你 無所謂 我是誰 習慣了黑的深邃 再野也無畏 看星墜的餘輝照亮誰 流放者等同類 藏著寂寞在防衛 但溫柔總是無堅不摧   Rap： 我在漫無目的之中虛度 又沒人催促 無家可歸的漂流客在妄想找到歸宿 早就沒了目的地像只盤旋的孤雁    就在我快要放棄之前 你突然出現 帶給我光亮 讓我在無窮盡的漆黑裡面找到方向 不會再猶豫 不再四處張望 你拿走我的在乎我的所有注意力  但讓我知道我是誰也給我一個目的地  沒遇見你我是誰 沒有你的我是誰 當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰  冷漠是盔甲裡的人強忍的傷悲 一滴淚就能被摧毀 (Rap : 你拿走我的在乎我的所有注意力)  拒絕向宿命妥協因為心有所歸 是你的 我不屬於誰 (Rap : 但讓我知道我是誰也給我一個目的地)  沒遇見你我是誰 (Rap : 你拿走我的在乎我的所有注意力)  沒有你的我是誰 (Rap : 但讓我知道我是誰也給我一個目的地)  當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰 (Rap : 你拿走我的在乎我的所有注意力)  瞳孔裡不再是黑白灰 (Rap : 但讓我知道我是誰也給我一個目的地)  你知道 我是誰      ,習慣了黑的深邃 再野 也無畏 等星墜的餘輝 照亮誰 流放者的同類 藏著寂寞在防衛 但溫柔總是無堅不摧 我早就習慣獨自站在山頂眺望 不需要聲勢浩蕩 路在白天走靠太陽夜裡靠我目光照亮 除了麻木的孤獨感 會讓我輸得慘 我還沒碰到什麼其它讓我覺得真的難 就算逆著風 目光堅定氣勢洶 我告訴自己憑著感覺一直沖 就是在創造歷史中 翻高山 走峭壁 我獨自驚天動地 沒有目的 沒顧忌 才會讓我更加用力 沒遇見你我是誰 沒有你的我是誰 沒有你 無所謂 我是誰 習慣了黑的深邃 再野也無畏 看星墜的餘輝照亮誰 流放者等同類 藏著寂寞在防衛 但溫柔總是無堅不摧 我在漫無目的之中虛度 又沒人催促 無家可歸的漂流客在妄想找到歸宿 早就沒了目的地像只盤旋的孤雁 就在我快要放棄之前 你突然出現 帶給我光亮 讓我在無窮盡的漆黑裡面找到方向 不會再猶豫 不再四處張望 你拿走我的在乎我的所有注意力 但讓我知道我是誰也給我一個目的地 沒遇見你我是誰 沒有你的我是誰 當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰 冷漠是盔甲裡的人強忍的傷悲 一滴淚就能被摧毀 你拿走我的在乎我的所有注意力 拒絕向宿命妥協因為心有所歸 是你的 我不屬於誰 但讓我知道我是誰也給我一個目的地 沒遇見你我是誰 你拿走我的在乎我的所有注意力 沒有你的我是誰 但讓我知道我是誰也給我一個目的地 當懸絲的傀儡 有過溫度的體會 瞳孔裡不再是黑白灰 你拿走我的在乎我的所有注意力 瞳孔裡不再是黑白灰 但讓我知道我是誰也給我一個目的地 你知道 我是誰,643,習慣 黑 深邃 野 無畏 星墜 餘輝 照亮 誰 流放 者 同 類 藏 寂寞 防衛 溫柔 我 習慣 站 山頂 眺望 需要 聲勢 浩蕩 路 白天 走 靠 太陽 夜裡 靠 我 目光 照亮 麻木 孤獨感 讓 我 輸 慘 我 碰到 什麼 其它 讓 我 覺得 難 逆 風 目光 堅定 氣勢洶  我 告訴 自己 憑著 感覺 沖 創造 歷史 中 翻 高山 走 峭壁 我 驚天動地 沒有 目的 顧忌 讓 我 用力 遇見 你 我 誰 沒有 你 我 誰 沒有 你 我 誰 習慣 黑 深邃 野 無畏 看 星墜 餘輝 照亮 誰 流放 者 同 類 藏 寂寞 防衛 溫柔 無堅不摧 我 漫無 目的 之中 虛度 沒 人 催促 無家可歸 漂流客 妄想 找到 歸宿 沒 目的 地 盤旋 孤雁 我 放棄 之前 你 出現 帶給 我 光亮 讓 我 無窮盡 漆黑 裡面 找到 方向 猶豫 張望 你 拿走 我 在乎 我 所有 注意力 讓 我 知道 我 誰 給 我 一 個 目的地 遇見 你 我 誰 沒有 你 我 誰 懸絲 傀儡 有 溫度 體會 瞳孔 裡 黑白 灰 冷漠 盔甲 裡 人 強忍 傷悲 滴 淚 摧毀 你 拿走 我 在乎 我 所有 注意力 拒絕 宿命 妥協 心 有所 歸 你 我 屬於 誰 讓 我 知道 我 誰 給 我 一 個 目的地 遇見 你 我 誰 你 拿走 我 在乎 我 所有 注意力 沒有 你 我 誰 讓 我 知道 我 誰 給 我 一 個 目的地 懸絲 傀儡 有 溫度 體會 瞳孔 裡 灰 你 拿走 我 在乎 我 所有 注意力 瞳孔 裡 灰 讓 我 知道 我 誰 給 我 一 個 目的地 你 知道 我 誰,"習慣　了　黑　的　深邃
再　野
也　無畏
等　星　墜　的　餘輝
照亮　誰
流放　者　的　同　類
藏　著　寂寞　在　防衛
但　溫柔　總是　無堅不摧
我　早　就　習慣　獨自　站　在　山頂　眺望
不　需要　聲勢　浩蕩
路　在　白天　走　靠　太陽　夜裡　靠　我　目光　照亮
除了　麻木　的　孤獨感
會　讓　我　輸　得　慘
我　還　沒　碰到　什麼　其它　讓　我　覺得　真的　難
就算　逆　著　風
目光　堅定　氣勢洶
我　告訴　自己　憑著　感覺　一直　沖
就　是　在　創造　歷史　中
翻　高山
走　峭壁
我　獨自　驚天動地
沒有　目的
沒　顧忌
才　會　讓　我　更加　用力
沒　遇見　你　我　是　誰
沒有　你　的　我　是　誰
沒有　你
無所謂
我　是　誰
習慣　了　黑　的　深邃
再　野　也　無畏
看　星墜　的　餘輝　照亮　誰
流放　者　等　同　類
藏　著　寂寞　在　防衛
但　溫柔　總是　無堅不摧
我　在　漫無　目的　之中　虛度
又　沒　人　催促
無家可歸　的　漂流客　在　妄想　找到　歸宿
早　就　沒　了　目的地　像　只　盤旋　的　孤雁
就　在　我　快要　放棄　之前
你　突然　出現
帶給　我　光亮
讓　我　在　無窮盡　的　漆黑　裡面　找到　方向
不會　再　猶豫
不再　四處　張望
你　拿走　我　的　在乎　我　的　所有　注意力
但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地
沒　遇見　你　我　是　誰
沒有　你　的　我　是　誰
當　懸絲　的　傀儡
有　過　溫度　的　體會
瞳孔　裡　不再　是　黑白　灰
冷漠　是　盔甲　裡　的　人　強忍　的　傷悲
一　滴　淚　就　能　被　摧毀
你　拿走　我　的　在乎　我　的　所有　注意力
拒絕　向　宿命　妥協　因為　心　有所　歸
是　你　的
我　不　屬於　誰
但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地
沒　遇見　你　我　是　誰
你　拿走　我　的　在乎　我　的　所有　注意力
沒有　你　的　我　是　誰
但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地
當　懸絲　的　傀儡
有　過　溫度　的　體會
瞳孔　裡　不再　是　黑白　灰
你　拿走　我　的　在乎　我　的　所有　注意力
瞳孔　裡　不再　是　黑白　灰
但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地
你　知道
我　是　誰",習慣　了　黑　的　深邃　 　再　野　 　也　無畏　 　等　星墜　的　餘輝 　照亮　誰　 　流放　者　的　同　類　 　藏　著　寂寞　在　防衛　 　但　溫柔　總是　無堅不摧　 　我　早　就　習慣　獨自　站　在　山頂　眺望　 　不　需要　聲勢　浩蕩　 　路　在　白天　走　靠　太陽　夜裡　靠　我　目光　照亮　 　除了　麻木　的　孤獨感　 　會　讓　我　輸　得　慘　 　我　還　沒　碰到　什麼　其它　讓　我　覺得　真的　難　 　就算　逆　著　風　 　目光　堅定　氣勢洶 　我　告訴　自己　憑著　感覺　一直　沖　 　就是　在　創造　歷史　中　 　翻　高山　 　走　峭壁　 　我　獨自　驚天動地　 　沒有　目的　 　沒　顧忌　 　才　會　讓　我　更加　用力　 　沒　遇見　你　我　是　誰　 　沒有　你　的　我　是　誰　 　沒有　你　 　無所謂　 　我　是　誰　 　習慣　了　黑　的　深邃　 　再　野　也　無畏　 　看　星墜　的　餘輝　照亮　誰　 　流放　者　等同　類 　藏　著　寂寞　在　防衛　 　但　溫柔　總是　無堅不摧　 　我　在　漫無　目的　之中　虛度　 　又　沒　人　催促　 　無家可歸　的　漂流客　在　妄想　找到　歸宿　 　早　就　沒　了　目的地　像　只　盤旋　的　孤雁　 　就　在　我　快要　放棄　之前　 　你　突然　出現　 　帶給　我　光亮　 　讓　我　在　無窮盡　的　漆黑　裡面　找到　方向　 　不會　再　猶豫　 　不再　四處　張望　 　你　拿走　我　的　在乎　我　的　所有　注意力　 　但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地　 　沒　遇見　你　我　是　誰　 　沒有　你　的　我　是　誰　 　當　懸絲　的　傀儡　 　有　過　溫度　的　體會　 　瞳孔　裡　不再　是　黑白　灰　 　冷漠　是　盔甲　裡　的　人　強忍　的　傷悲　 　一　滴　淚　就　能　被　摧毀　 　你　拿走　我　的　在乎　我　的　所有　注意力　 　拒絕　向　宿命　妥協　因為　心　有所　歸　 　是　你　的　 　我　不　屬於　誰　 　但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地　 　沒　遇見　你　我　是　誰　 　你　拿走　我　的　在乎　我　的　所有　注意力　 　沒有　你　的　我　是　誰　 　但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地　 　當　懸絲　的　傀儡　 　有　過　溫度　的　體會　 　瞳孔　裡　不再　是　黑白　灰　 　你　拿走　我　的　在乎　我　的　所有　注意力　 　瞳孔　裡　不再　是　黑白　灰　 　但　讓　我　知道　我　是　誰　也　給　我　一　個　目的地　 　你　知道　 　我　是　誰
1, 惡之必要,李維菁/剃刀蔣,剃刀蔣/陳星翰,不想是完美 崇拜我表面 不曾出惡言 受傷含冤 也從不抱怨 我曾以為 完美小姐 下個進階 只要咬著牙 有一天也會  獲得了愛 並非只是絕對 內在的房間 陰暗的空間 偶爾產生的邪惡 也要握手 或者和他親吻 不需要責怪自己生了負面心 竟生了暗念 渴愛激切 低吟眼淚 不分正負面 善惡是非  我的惡 我的罪 受了傷也從不抱怨 要準備訓練自己 社會流行口號 正面力量 根本髒話而已 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處  我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美  靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走     一點點 惡之必要 一些些 壞之必要 摔了摔 盤子 喝了喝 全都斷了斷 說了說 天花亂墜 淚流滿了滿  殘忍的霸凌 蔓生的情緒 不看就不再 連痛苦都不給你 纏綿的權 力 突發走音 先人自嘲 先人自嘲 只想聽你 正面思考 正面思考  我的好 我的壞 這些年我不知道 原來逞強不是堅強 容許我自己 喜歡自己不完美 帶他走四方 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處  我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美  靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走     ,tsai,不想是完美 崇拜我表面 不曾出惡言 受傷含冤 也從不抱怨 我曾以為 完美小姐 下個進階 只要咬著牙 有一天也會  獲得了愛 並非只是絕對 內在的房間 陰暗的空間 偶爾產生的邪惡 也要握手 或者和他親吻 不需要責怪自己生了負面心 竟生了暗念 渴愛激切 低吟眼淚 不分正負面 善惡是非  我的惡 我的罪 受了傷也從不抱怨 要準備訓練自己 社會流行口號 正面力量 根本髒話而已 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處  我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美  靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走     一點點 惡之必要 一些些 壞之必要 摔了摔 盤子 喝了喝 全都斷了斷 說了說 天花亂墜 淚流滿了滿  殘忍的霸凌 蔓生的情緒 不看就不再 連痛苦都不給你 纏綿的權 力 突發走音 先人自嘲 先人自嘲 只想聽你 正面思考 正面思考  我的好 我的壞 這些年我不知道 原來逞強不是堅強 容許我自己 喜歡自己不完美 帶他走四方 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處  我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美  靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走     ,不想是完美 崇拜我表面 不曾出惡言 受傷含冤 也從不抱怨 我曾以為 完美小姐 下個進階 只要咬著牙 有一天也會 獲得了愛 並非只是絕對 內在的房間 陰暗的空間 偶爾產生的邪惡 也要握手 或者和他親吻 不需要責怪自己生了負面心 竟生了暗念 渴愛激切 低吟眼淚 不分正負面 善惡是非 我的惡 我的罪 受了傷也從不抱怨 要準備訓練自己 社會流行口號 正面力量 根本髒話而已 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處 我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美 靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走 一點點 惡之必要 一些些 壞之必要 摔了摔 盤子 喝了喝 全都斷了斷 說了說 天花亂墜 淚流滿了滿 殘忍的霸凌 蔓生的情緒 不看就不再 連痛苦都不給你 纏綿的權 力 突發走音 先人自嘲 先人自嘲 只想聽你 正面思考 正面思考 我的好 我的壞 這些年我不知道 原來逞強不是堅強 容許我自己 喜歡自己不完美 帶他走四方 惡裡暗中激情忌妒 擁抱自己內在不足 人們不讓自己痛苦 只想與正面思考相處 我說 我惡故我在 我想 必要的使壞 必要的臭 臉必要凶險 必要的崩壞 惡是說誰 罪又是誰 惡女是誰 我冷所以我美 靈魂的形狀 只有自己看得清 擁抱 那總是不夠高分的自己 還不夠 還不夠 不夠痛 心狠與轉身就走,625,想 完美 崇拜 我 表面 出 惡言 受傷 含冤 抱怨 我 以為 完美 小姐 下 個 進階 咬 牙 有 一 天 獲得 愛 內在 房間 陰暗 空間 產生 邪惡 握手 他 親吻 需要 責怪 自己 生 負面 心 生 暗念 渴 愛 激切 低吟 眼淚 分 正負面 善惡 是非 我 惡 我 罪 受 傷 抱怨 準備 訓練 自己 社會 流行 口號 正面 力量 髒話 惡 裡 激情 忌妒 擁抱 自己 內在 不足 人們 讓 自己 痛苦 想 正面 思考 相處 我 說 我 惡 故 我 我 想 必要 使壞 必要 臭 臉 必要 凶險 必要 崩壞 惡 說 誰 罪 誰 惡女 誰 我 冷 我 美 靈魂 形狀 自己 看 清 擁抱 那 高分 自己 夠 夠 夠 痛 心狠 轉身 走 一點點 惡 必要 一些些 壞 必要 摔 摔 盤子 喝 喝 全 斷 斷 說 說 天花亂墜 淚 流滿 殘忍 霸凌 蔓生 情緒 看 痛苦 給 你 纏綿 權 力 突發 走音 先人 自嘲 先人 自嘲 想 聽 你 正面 思考 正面 思考 我 好 我 壞 這些 年 我 知道 逞強 堅強 容許 我 自己 喜歡 自己 完美 帶 他 走 四方 惡 裡 激情 忌妒 擁抱 自己 內在 不足 人們 讓 自己 痛苦 想 正面 思考 相處 我 說 我 惡 故 我 我 想 必要 使壞 必要 臭 臉 必要 凶險 必要 崩壞 惡 說 誰 罪 誰 惡 女 誰 我 冷 我 美 靈魂 形狀 自己 看 清 擁抱 那 高分 自己 夠 夠 痛 心狠 轉身 走,"不　想　是　完美
崇拜　我　表面
不　曾　出　惡言
受傷　含冤
也　從不　抱怨
我　曾　以為
完美　小姐
下　個　進階
只要　咬　著　牙
有　一　天　也　會
獲得　了　愛
並非　只是　絕對
內在　的　房間
陰暗　的　空間
偶爾　產生　的　邪惡
也　要　握手
或者　和　他　親吻
不　需要　責怪　自己　生　了　負面心
竟　生　了　暗念
渴愛　激切
低吟　眼淚
不　分　正負面
善惡　是非
我　的　惡
我　的　罪
受　了　傷　也　從不　抱怨
要　準備　訓練　自己
社會　流行　口號
正面　力量
根本　髒話　而已
惡　裡　暗中　激情　忌妒
擁抱　自己　內在　不足
人們　不　讓　自己　痛苦
只　想　與　正面　思考　相處
我　說
我　惡　故　我　在
我　想
必要　的　使壞
必要　的　臭
臉　必要　凶險
必要　的　崩壞
惡　是　說　誰
罪　又　是　誰
惡女　是　誰
我　冷　所以　我　美
靈魂　的　形狀
只有　自己　看　得　清
擁抱
那　總是　不　夠　高分　的　自己
還　不　夠
還　不　夠
不　夠　痛
心狠　與　轉身　就　走
一點點
惡　之　必要
一些些
壞　之　必要
摔　了　摔
盤子
喝　了　喝
全　都　斷　了　斷
說　了　說
天花亂墜
淚　流滿　了　滿
殘忍　的　霸凌
蔓生　的　情緒
不　看　就　不再
連　痛苦　都　不　給　你
纏綿　的　權
力
突發　走音
先人　自嘲
先人　自嘲
只　想　聽　你
正面　思考
正面　思考
我　的　好
我　的　壞
這些　年　我　不　知道
原來　逞強　不　是　堅強
容許　我　自己
喜歡　自己　不　完美
帶　他　走　四方
惡　裡　暗中　激情　忌妒
擁抱　自己　內在　不足
人們　不　讓　自己　痛苦
只　想　與　正面　思考　相處
我　說
我　惡　故　我　在
我　想
必要　的　使壞
必要　的　臭
臉　必要　凶險
必要　的　崩壞
惡　是　說　誰
罪　又　是　誰
惡女　是　誰
我　冷　所以　我　美
靈魂　的　形狀
只有　自己　看　得　清
擁抱
那　總是　不　夠　高分　的　自己
還　不　夠
還　不　夠
不　夠　痛
心狠　與　轉身　就　走",不　想　是　完美　 　崇拜　我　表面　 　不　曾　出　惡言　 　受傷　含冤　 　也　從不　抱怨　 　我　曾　以為　 　完美　小姐　 　下　個　進階　 　只要　咬　著　牙　 　有　一　天　也　會　 　獲得　了　愛　 　並非　只是　絕對　 　內在　的　房間　 　陰暗　的　空間　 　偶爾　產生　的　邪惡　 　也　要　握手　 　或者　和　他　親吻　 　不　需要　責怪　自己　生　了　負面　心　 　竟　生　了　暗念　 　渴　愛　激　切　 　低吟　眼淚　 　不　分　正負面　 　善惡　是非　 　我　的　惡　 　我　的　罪　 　受　了　傷　也　從不　抱怨　 　要　準備　訓練　自己　 　社會　流行　口號　 　正面　力量　 　根本　髒話　而已　 　惡　裡　暗中　激情　忌妒　 　擁抱　自己　內在　不足　 　人們　不　讓　自己　痛苦　 　只　想　與　正面　思考　相處　 　我　說　 　我　惡　故　我　在　 　我　想　 　必要　的　使壞　 　必要　的　臭　 　臉　必要　凶險　 　必要　的　崩壞　 　惡　是　說　誰　 　罪　又　是　誰　 　惡　女　是　誰　 　我　冷　所以　我　美　 　靈魂　的　形狀　 　只有　自己　看　得　清　 　擁抱　 　那　總是　不　夠　高分　的　自己　 　還　不　夠　 　還　不　夠　 　不　夠　痛　 　心狠　與　轉身　就　走　 　一點點　 　惡　之　必要　 　一些些　 　壞　之　必要　 　摔　了　摔　 　盤子　 　喝　了　喝　 　全　都　斷　了　斷　 　說　了　說　 　天花亂墜　 　淚　流滿　了　滿　 　殘忍　的　霸凌　 　蔓生　的　情緒　 　不　看　就　不再　 　連　痛苦　都　不　給　你　 　纏綿　的　權　 力　 　突發　走音　 　先人　自嘲　 　先人　自嘲　 　只　想　聽　你　 　正面　思考　 　正面　思考　 　我　的　好　 　我　的　壞　 　這些　年　我　不　知道　 　原來　逞強　不　是　堅強　 　容許　我　自己　 　喜歡　自己　不　完美　 　帶　他　走　四方　 　惡　裡　暗中　激情　忌妒　 　擁抱　自己　內在　不　足　 　人們　不　讓　自己　痛苦　 　只　想　與　正面　思考　相處　 　我　說　 　我　惡　故我　在　 　我　想　 　必要　的　使　壞　 　必要　的　臭 臉　必要　凶險　 　必要　的　崩壞　 　惡　是　說　誰　 　罪　又　是　誰　 　惡女　是　誰　 　我　冷　所以　我　美　 　靈魂　的　形狀　 　只有　自己　看　得　清　 　擁抱　 　那　總是　不　夠　高分　的　自己　 　還　不　夠　 　還　不　夠　 　不　夠　痛　 　心狠　與　轉身　就　走
