,title,lyricist,composer,lyrics,singer,clean,sen_text,length,text,sen_seg_text,seg_text
0, 完整的我,陳綺貞、鬼卞,陳綺貞、鬼卞,作詞：陳綺貞、鬼卞 作曲：陳綺貞、鬼卞  用一頁白紙 描繪我這 滿身創傷或 美麗的模樣 讓刀子刻下 歲月一場 雕塑了此生 殘缺與陰陽  一半是 流浪的手掌 一半是 不滅的太陽 幾輩子 才懂得欣賞 越是遺憾 越是永恆  感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我  把自己切割成無數張破碎拼圖 被時間重組 逐漸將一路看得清楚 留給我一秒鐘 深刻的人間疾苦 再賜我一百年 紀念這數不勝數 遺失了 天真地 自由地 哭泣著 遺失了 渴望地 熱烈地 呼吸著 拾起了 快樂的 悲傷的 不去惹 卻也拾起了 向死的 向生的 不去躲  這一切該被 帶走的 就讓它 帶走吧    反正都 留不住 求不上 還沒到來的 也許會 拆散你 埋葬你 涅槃你 蛻變成 新模樣 但經歷了風雨的侵蝕 幻變的影子 就不再怕捆綁 直到被打磨堅硬成鋼 迎接所有不可知的想像 給你我寂靜的瘡<U+764D> 給我你喧嘩的槍 給你我瞬間的蒼白 給我你亙古的光 給我們絕世的荒唐 無法再复制的肩膀 逝去的 永遠閃亮 未來的 永遠嚮往  感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我 等待還未擁抱過的絕望  沒翅膀 也可以飛翔 如果你也一樣跌宕 又何妨 還有一個不完整的我  我 一直都是我 沉默 快活 斑駁 年輪組成我 如今的灑脫 (怎麼樣 都是我) 不朽 不朽 不朽  完整的我     ,chen,： ：  用一頁白紙 描繪我這 滿身創傷或 美麗的模樣 讓刀子刻下 歲月一場 雕塑了此生 殘缺與陰陽  一半是 流浪的手掌 一半是 不滅的太陽 幾輩子 才懂得欣賞 越是遺憾 越是永恆  感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我  把自己切割成無數張破碎拼圖 被時間重組 逐漸將一路看得清楚 留給我一秒鐘 深刻的人間疾苦 再賜我一百年 紀念這數不勝數 遺失了 天真地 自由地 哭泣著 遺失了 渴望地 熱烈地 呼吸著 拾起了 快樂的 悲傷的 不去惹 卻也拾起了 向死的 向生的 不去躲  這一切該被 帶走的 就讓它 帶走吧    反正都 留不住 求不上 還沒到來的 也許會 拆散你 埋葬你 涅槃你 蛻變成 新模樣 但經歷了風雨的侵蝕 幻變的影子 就不再怕捆綁 直到被打磨堅硬成鋼 迎接所有不可知的想像 給你我寂靜的瘡<U+764D> 給我你喧嘩的槍 給你我瞬間的蒼白 給我你亙古的光 給我們絕世的荒唐 無法再复制的肩膀 逝去的 永遠閃亮 未來的 永遠嚮往  感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我 等待還未擁抱過的絕望  沒翅膀 也可以飛翔 如果你也一樣跌宕 又何妨 還有一個不完整的我  我 一直都是我 沉默 快活 斑駁 年輪組成我 如今的灑脫 (怎麼樣 都是我) 不朽 不朽 不朽  完整的我     ,用一頁白紙 描繪我這 滿身創傷或 美麗的模樣 讓刀子刻下 歲月一場 雕塑了此生 殘缺與陰陽 一半是 流浪的手掌 一半是 不滅的太陽 幾輩子 才懂得欣賞 越是遺憾 越是永恆 感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我 把自己切割成無數張破碎拼圖 被時間重組 逐漸將一路看得清楚 留給我一秒鐘 深刻的人間疾苦 再賜我一百年 紀念這數不勝數 遺失了 天真地 自由地 哭泣著 遺失了 渴望地 熱烈地 呼吸著 拾起了 快樂的 悲傷的 不去惹 卻也拾起了 向死的 向生的 不去躲 這一切該被 帶走的 就讓它 帶走吧 反正都 留不住 求不上 還沒到來的 也許會 拆散你 埋葬你 涅槃你 蛻變成 新模樣 但經歷了風雨的侵蝕 幻變的影子 就不再怕捆綁 直到被打磨堅硬成鋼 迎接所有不可知的想像 給你我寂靜的瘡 給我你喧嘩的槍 給你我瞬間的蒼白 給我你亙古的光 給我們絕世的荒唐 無法再复制的肩膀 逝去的 永遠閃亮 未來的 永遠嚮往 感謝還在疼痛著的地方 沒受傷 就不夠瘋狂 如果問到為何我會愛我呢 還好我是不完整的我 等待還未擁抱過的絕望 沒翅膀 也可以飛翔 如果你也一樣跌宕 又何妨 還有一個不完整的我 我 一直都是我 沉默 快活 斑駁 年輪組成我 如今的灑脫 怎麼樣 都是我 不朽 不朽 不朽 完整的我,565,一 頁 白紙 描繪 我 這 滿 身 創傷 美麗 模樣 讓 刀子 刻下 歲月 一 場 雕塑 此 生 殘缺 陰陽 一半 流浪 手掌 一半 滅 太陽 幾 輩子 懂得 欣賞 遺憾 永恆 感謝 疼痛 地方 受傷 瘋狂 問到 我 愛 我 我 完整 我 自己 切割成 無數 張 破碎 拼圖 時間 重組 看 清楚 留給 我 一 秒鐘 深刻 人間 疾苦 賜 我 一百 年 紀念 這 數不勝 數 遺失 天真 自由 哭泣 遺失 渴望 熱烈 呼吸 拾起 快樂 悲傷 惹 拾起 死 向 生 躲 這 一切 帶走 讓 它 帶走 留 住 求 上 到來 拆散 你 埋葬 你 涅槃 你 蛻變成 新 模樣 經歷 風雨 侵蝕 幻變 影子 怕 捆綁 打磨 堅硬 成 鋼 迎接 所有 知 想像 給 你 我 寂靜 瘡  給 我 你 喧嘩 槍 你 我 瞬間 蒼白 給 我 你 亙古 光 給 我們 荒唐 复制 肩膀 逝去 閃亮 未來 嚮往 感謝 疼痛 地方 受傷 瘋狂 問到 我 愛 我 我 完整 我 等待 擁抱 絕望 沒 翅膀 飛翔 你 一樣 跌宕 有 一 個 完整 我 我 我 沉默 快活 斑駁 年輪 組成 我 如今 灑脫 怎麼樣 我 不朽 不朽 不朽 完整 我,"用　一　頁　白紙
描繪　我　這
滿　身　創傷　或
美麗　的　模樣
讓　刀子　刻下
歲月　一　場
雕塑　了　此　生
殘缺　與　陰陽
一半　是
流浪　的　手掌
一半　是
不　滅　的　太陽
幾　輩子
才　懂得　欣賞
越　是　遺憾
越　是　永恆
感謝　還　在　疼痛　著　的　地方
沒　受傷
就　不　夠　瘋狂
如果　問到　為何　我　會　愛　我　呢
還好　我　是　不　完整　的　我
把　自己　切割成　無數　張　破碎　拼圖
被　時間　重組
逐漸　將　一路　看　得　清楚
留給　我　一　秒鐘
深刻　的　人間　疾苦
再　賜　我　一百　年
紀念　這　數　不勝　數
遺失　了
天真　地
自由　地
哭泣　著
遺失　了
渴望　地
熱烈　地
呼吸　著
拾起　了
快樂　的
悲傷　的
不　去　惹
卻　也　拾起　了
向　死　的
向　生　的
不　去　躲
這　一切　該　被
帶走　的
就　讓　它
帶走　吧
反正　都
留　不　住
求　不　上
還　沒　到來　的
也許　會
拆散　你
埋葬　你
涅槃　你
蛻變成
新　模樣
但　經歷　了　風雨　的　侵蝕
幻變　的　影子
就　不再　怕　捆綁
直到　被　打磨　堅硬　成　鋼
迎接　所有　不可　知　的　想像
給　你我　寂靜　的　瘡
給　我　你　喧嘩　的　槍
給　你我　瞬間　的　蒼白
給　我　你　亙古　的　光
給　我們　絕世　的　荒唐
無法　再　复制　的　肩膀
逝去　的
永遠　閃亮
未來　的
永遠　嚮往
感謝　還　在　疼痛　著　的　地方
沒　受傷
就　不　夠　瘋狂
如果　問到　為何　我　會　愛　我　呢
還好　我　是　不　完整　的　我
等待　還　未　擁抱　過　的　絕望
沒　翅膀
也　可以　飛翔
如果　你　也　一樣　跌宕
又　何妨
還　有　一　個　不　完整　的　我
我
一直　都　是　我
沉默
快活
斑駁
年輪　組成　我
如今　的　灑脫
怎麼樣
都　是　我
不朽
不朽
不朽
完整　的　我",用　一　頁　白紙　 　描繪　我　這　 　滿　身　創傷　或　 　美麗　的　模樣　 　讓　刀子　刻下　 　歲月　一　場　 　雕塑　了　此　生　 　殘缺　與　陰陽　 　一半　是　 　流浪　的　手掌　 　一半　是　 　不　滅　的　太陽　 　幾　輩子　 　才　懂得　欣賞　 　越　是　遺憾　 　越　是　永恆　 　感謝　還　在　疼痛　著　的　地方　 　沒　受傷　 　就　不　夠　瘋狂　 　如果　問到　為何　我　會　愛　我　呢　 　還好　我　是　不　完整　的　我　 　把　自己　切割成　無數　張　破碎　拼圖　 　被　時間　重組　 　逐漸　將　一路　看　得　清楚　 　留給　我　一　秒鐘　 　深刻　的　人間　疾苦　 　再　賜　我　一百　年　 　紀念　這　數不勝　數　 　遺失　了　 　天真　地　 　自由　地　 　哭泣　著　 　遺失　了　 　渴望　地　 　熱烈　地　 　呼吸　著　 　拾起　了　 　快樂　的　 　悲傷　的　 　不　去　惹　 　卻　也　拾起　了　 　向　死　的　 　向　生　的　 　不　去　躲　 　這　一切　該　被　 　帶走　的　 　就　讓　它　 　帶走　吧　 　反正　都　 　留　不　住　 　求　不　上　 　還　沒　到來　的　 　也許　會　 　拆散　你　 　埋葬　你　 　涅槃　你　 　蛻變成　 　新　模樣　 　但　經歷　了　風雨　的　侵蝕　 　幻變　的　影子　 　就　不再　怕　捆綁　 　直到　被　打磨　堅硬　成　鋼　 　迎接　所有　不可　知　的　想像　 　給　你我　寂靜　的　瘡 　給　我　你　喧嘩　的　槍　 　給　你　我　瞬間　的　蒼白　 　給　我　你　亙古　的　光　 　給　我們　絕世　的　荒唐　 　無法　再　复制　的　肩膀　 　逝去　的　 　永遠　閃亮　 　未來　的　 　永遠　嚮往　 　感謝　還　在　疼痛　著　的　地方　 　沒　受傷　 　就　不　夠　瘋狂　 　如果　問到　為何　我　會　愛　我　呢　 　還好　我　是　不　完整　的　我　 　等待　還　未　擁抱　過　的　絕望　 　沒　翅膀　 　也　可以　飛翔　 　如果　你　也　一樣　跌宕　 　又　何妨　 　還　有　一　個　不　完整　的　我　 　我　 　一直　都　是　我　 　沉默　 　快活　 　斑駁　 　年輪　組成　我　 　如今　的　灑脫　 　怎麼樣　 　都　是　我　 　不朽　 　不朽　 　不朽　 　完整　的　我
1, 傷害,陳綺貞,陳綺貞,你的眼睛 告訴我 你不想要這種美 你的厭倦 告訴我 我只能是你的傀儡  沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來  你的眼睛 告訴我你不想要這種美 你的浪費    告訴我 我只能是你的傀儡  沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來  沒有誰能打敗 這種傷害 傷害 我得到了答案 不再反駁 不回來  不想聽見誰的成功 不想聽見誰的失敗 不想聽見誰的失望 不想討好誰的期待  ,chen,你的眼睛 告訴我 你不想要這種美 你的厭倦 告訴我 我只能是你的傀儡  沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來  你的眼睛 告訴我你不想要這種美 你的浪費    告訴我 我只能是你的傀儡  沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來  沒有誰能打敗 這種傷害 傷害 我得到了答案 不再反駁 不回來  不想聽見誰的成功 不想聽見誰的失敗 不想聽見誰的失望 不想討好誰的期待  ,你的眼睛 告訴我 你不想要這種美 你的厭倦 告訴我 我只能是你的傀儡 沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來 你的眼睛 告訴我你不想要這種美 你的浪費 告訴我 我只能是你的傀儡 沒有誰能躲開 這種傷害 傷害 我得到了答案 我會離開 不回來 沒有誰能打敗 這種傷害 傷害 我得到了答案 不再反駁 不回來 不想聽見誰的成功 不想聽見誰的失敗 不想聽見誰的失望 不想討好誰的期待,197,你 眼睛 告訴 我 你 想要 這 種 美 你 厭倦 告訴 我 我 你 傀儡 沒有 誰 躲開 這 種 傷害 傷害 我 得到 答案 我 離開 回來 你 眼睛 告訴 我 你 想要 這 種 美 你 浪費 告訴 我 我 你 傀儡 沒有 誰 躲開 這 種 傷害 傷害 我 得到 答案 我 離開 回來 沒有 誰 打敗 這 種 傷害 傷害 我 得到 答案 反駁 回來 想 聽見 誰 成功 想 聽見 誰 失敗 想 聽見 誰 失望 想 討好 誰 期待,"你　的　眼睛
告訴　我
你　不　想要　這　種　美
你　的　厭倦
告訴　我
我　只　能　是　你　的　傀儡
沒有　誰　能　躲開
這　種　傷害
傷害
我　得到　了　答案
我　會　離開
不　回來
你　的　眼睛
告訴　我　你　不　想要　這　種　美
你　的　浪費
告訴　我
我　只　能　是　你　的　傀儡
沒有　誰　能　躲開
這　種　傷害
傷害
我　得到　了　答案
我　會　離開
不　回來
沒有　誰　能　打敗
這　種　傷害
傷害
我　得到　了　答案
不再　反駁
不　回來
不　想　聽見　誰　的　成功
不　想　聽見　誰　的　失敗
不　想　聽見　誰　的　失望
不　想　討好　誰　的　期待",你　的　眼睛　 　告訴　我　 　你　不　想要　這　種　美　 　你　的　厭倦　 　告訴　我　 　我　只　能　是　你　的　傀儡　 　沒有　誰　能　躲開　 　這　種　傷害　 　傷害　 　我　得到　了　答案　 　我　會　離開　 　不　回來　 　你　的　眼睛　 　告訴　我　你　不　想要　這　種　美　 　你　的　浪費　 　告訴　我　 　我　只　能　是　你　的　傀儡　 　沒有　誰　能　躲開　 　這　種　傷害　 　傷害　 　我　得到　了　答案　 　我　會　離開　 　不　回來　 　沒有　誰　能　打敗　 　這　種　傷害　 　傷害　 　我　得到　了　答案　 　不再　反駁　 　不　回來　 　不　想　聽見　誰　的　成功　 　不　想　聽見　誰　的　失敗　 　不　想　聽見　誰　的　失望　 　不　想　討好　誰　的　期待
2, 小船,陳綺貞,陳綺貞,一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我  我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我    天使也不會再停留    --------------------------------------------    小船  作詞：陳綺貞 作曲：陳綺貞  一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我  我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留         ,chen,一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我  我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我    天使也不會再停留    --------------------------------------------    小船  ： ：  一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我  我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我  屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸  我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留  如果魔鬼離開了我 天使也不會再停留         ,一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我 我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過 屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸 我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我 屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸 我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留 如果魔鬼離開了我 天使也不會再停留 如果魔鬼離開了我 天使也不會再停留 小船 一條小船在天空 決定再航行兩分鐘 兩個光年再回頭 回頭看見你在等我 我們沿著河邊走 一條河從你流向了我 我們什麼話都沒說 看見一條小船經過 屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何處能停留 一條小船想靠岸 我們沿著河邊走 一條河從你流向了我 如果你真的愛上我 就請你愛真正的我 屋簷和天空 流星和霓虹 打開窗戶看見獵戶座 憂鬱的雲朵 何時能停留 一條小船想靠岸 我們沿著河邊走 一條河從你流向了我 如果魔鬼離開了我 天使也不會再停留 如果魔鬼離開了我 天使也不會再停留 如果魔鬼離開了我 天使也不會再停留,526,一 條 小 船 天空 決定 航行 兩 分鐘 兩 個 光年 回頭 回頭 看見 你 等 我 我們 河 邊 走 一 條 河 你 流向 我 我們 什麼 話 說 看見 一 條 小 船 經過 屋簷 天空 流星 霓虹 打開 窗戶 看見 獵戶座 憂鬱 雲朵 何處 停留 一 條 小 船 想 靠岸 我們 河 邊 走 一 條 河 你 流向 我 你 愛上 我 請 你 愛 我 屋簷 天空 流星 霓虹 打開 窗戶 看見 獵戶座 憂鬱 雲朵 何時 停留 一 條 小 船 想 靠岸 我們 河 邊 走 一 條 河 你 流向 我 魔鬼 離開 我 天使 停留 魔鬼 離開 我 天使 停留 魔鬼 離開 我 天使 停留 小 船 一 條 小 船 天空 決定 航行 兩 分鐘 兩 個 光年 回頭 回頭 看見 你 等 我 我們 河 邊 走 一 條 河 你 流向 我 我們 什麼 話 說 看見 一 條 小 船 經過 屋簷 天空 流星 霓虹 打開 窗戶 看見 獵戶座 憂鬱 雲朵 何處 停留 一 條 小 船 想 靠岸 我們 河 邊 走 一 條 河 你 流向 我 你 愛上 我 請 你 愛 我 屋簷 天空 流星 霓虹 打開 窗戶 看見 獵戶座 憂鬱 雲朵 何時 停留 一 條 小 船 想 靠岸 我們 河 邊 走 一 條 河 你 流向 我 魔鬼 離開 我 天使 停留 魔鬼 離開 我 天使 停留 魔鬼 離開 我 天使 停留,"一　條　小　船　在　天空
決定　再　航行　兩　分鐘
兩　個　光年　再　回頭
回頭　看見　你　在　等　我
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
我們　什麼　話　都　沒　說
看見　一　條　小　船　經過
屋簷　和　天空
流星　和　霓虹
打開　窗戶　看見　獵戶座
憂鬱　的　雲朵
何處　能　停留
一　條　小　船　想　靠岸
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
如果　你　真的　愛上　我
就　請　你　愛　真正　的　我
屋簷　和　天空
流星　和　霓虹
打開　窗戶　看見　獵戶座
憂鬱　的　雲朵
何時　能　停留
一　條　小　船　想　靠岸
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
如果　魔鬼　離開　了　我
天使　也　不會　再　停留
如果　魔鬼　離開　了　我
天使　也　不會　再　停留
如果　魔鬼　離開　了　我
天使　也　不會　再　停留
小　船
一　條　小　船　在　天空
決定　再　航行　兩　分鐘
兩　個　光年　再　回頭
回頭　看見　你　在　等　我
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
我們　什麼　話　都　沒　說
看見　一　條　小　船　經過
屋簷　和　天空
流星　和　霓虹
打開　窗戶　看見　獵戶座
憂鬱　的　雲朵
何處　能　停留
一　條　小　船　想　靠岸
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
如果　你　真的　愛上　我
就　請　你　愛　真正　的　我
屋簷　和　天空
流星　和　霓虹
打開　窗戶　看見　獵戶座
憂鬱　的　雲朵
何時　能　停留
一　條　小　船　想　靠岸
我們　沿　著　河　邊　走
一　條　河　從　你　流向　了　我
如果　魔鬼　離開　了　我
天使　也　不會　再　停留
如果　魔鬼　離開　了　我
天使　也　不會　再　停留
如果　魔鬼　離開　了　我
天使　也　不會　再　停留",一　條　小　船　在　天空　 　決定　再　航行　兩　分鐘　 　兩　個　光年　再　回頭　 　回頭　看見　你　在　等　我　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　我們　什麼　話　都　沒　說　 　看見　一　條　小　船　經過　 　屋簷　和　天空　 　流星　和　霓虹　 　打開　窗戶　看見　獵戶座　 　憂鬱　的　雲朵　 　何處　能　停留　 　一　條　小　船　想　靠岸　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　如果　你　真的　愛上　我　 　就　請　你　愛　真正　的　我　 　屋簷　和　天空　 　流星　和　霓虹　 　打開　窗戶　看見　獵戶座　 　憂鬱　的　雲朵　 　何時　能　停留　 　一　條　小　船　想　靠岸　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留　 　小　船　 　一　條　小　船　在　天空　 　決定　再　航行　兩　分鐘　 　兩　個　光年　再　回頭　 　回頭　看見　你　在　等　我　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　我們　什麼　話　都　沒　說　 　看見　一　條　小　船　經過　 　屋簷　和　天空　 　流星　和　霓虹　 　打開　窗戶　看見　獵戶座　 　憂鬱　的　雲朵　 　何處　能　停留　 　一　條　小　船　想　靠岸　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　如果　你　真的　愛上　我　 　就　請　你　愛　真正　的　我　 　屋簷　和　天空　 　流星　和　霓虹　 　打開　窗戶　看見　獵戶座　 　憂鬱　的　雲朵　 　何時　能　停留　 　一　條　小　船　想　靠岸　 　我們　沿著　河　邊　走　 　一　條　河　從　你　流向　了　我　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留　 　如果　魔鬼　離開　了　我　 　天使　也　不會　再　停留
3, 殘缺的彩虹,陳綺貞,陳綺貞,這一次 我不想要 一個人走 回去的路 總是背對彩虹 沒有你 我是殘缺的彩虹 失去一個最重要的顏色  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我  這一次 你陪著我 兩個人走 回去的路 回頭就有彩虹 沒有你 我是殘缺的彩虹    哪裡去找 最重要的顏色  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 想要聽你說(想要聽你說) 想要聽你說 你看見的光 是我  ,chen,這一次 我不想要 一個人走 回去的路 總是背對彩虹 沒有你 我是殘缺的彩虹 失去一個最重要的顏色  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我  這一次 你陪著我 兩個人走 回去的路 回頭就有彩虹 沒有你 我是殘缺的彩虹    哪裡去找 最重要的顏色  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我  想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 想要聽你說(想要聽你說) 想要聽你說 你看見的光 是我  ,這一次 我不想要 一個人走 回去的路 總是背對彩虹 沒有你 我是殘缺的彩虹 失去一個最重要的顏色 想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我 這一次 你陪著我 兩個人走 回去的路 回頭就有彩虹 沒有你 我是殘缺的彩虹 哪裡去找 最重要的顏色 想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 卻發現你在騙我 想要聽你說 你都怎麼過 你現在好嗎 你微笑點頭 想要聽你說 快樂多過憂愁 想要聽你說 想要聽你說 想要聽你說 想要聽你說 你看見的光 是我,270,這 一 次 我 想要 一 個 人 走 回去 路 背對 彩虹 沒有 你 我 殘缺 彩虹 失去 一 個 重要 顏色 想要 聽 你 說 你 你 現在 好 你 微笑 點頭 想要 聽 你 說 快樂 憂愁 想要 聽 你 說 發現 你 騙 我 這 一 次 你 陪 我 兩 個 人 走 回去 路 回頭 有 彩虹 沒有 你 我 殘缺 彩虹 哪裡 找 重要 顏色 想要 聽 你 說 你 你 現在 好嗎 你 微笑 點頭 想要 聽 你 說 快樂 憂愁 想要 聽 你 說 發現 你 騙 我 想要 聽 你 說 你 你 現在 好 你 微笑 點頭 想要 聽 你 說 快樂 憂愁 想要 聽 你 說 想要 聽 你 說 想要 聽 你 說 想要 聽 你 說 你 看見 光 我,"這　一　次
我　不　想要
一　個　人　走
回去　的　路
總是　背對　彩虹
沒有　你
我　是　殘缺　的　彩虹
失去　一　個　最　重要　的　顏色
想要　聽　你　說
你　都　怎麼　過
你　現在　好　嗎
你　微笑　點頭
想要　聽　你　說
快樂　多過　憂愁
想要　聽　你　說
卻　發現　你　在　騙　我
這　一　次
你　陪　著　我
兩　個　人　走
回去　的　路
回頭　就　有　彩虹
沒有　你
我　是　殘缺　的　彩虹
哪裡　去　找
最　重要　的　顏色
想要　聽　你　說
你　都　怎麼　過
你　現在　好　嗎
你　微笑　點頭
想要　聽　你　說
快樂　多過　憂愁
想要　聽　你　說
卻　發現　你　在　騙　我
想要　聽　你　說
你　都　怎麼　過
你　現在　好　嗎
你　微笑　點頭
想要　聽　你　說
快樂　多過　憂愁
想要　聽　你　說
想要　聽　你　說
想要　聽　你　說
想要　聽　你　說
你　看見　的　光
是　我",這　一　次　 　我　不　想要　 　一　個　人　走　 　回去　的　路　 　總是　背對　彩虹　 　沒有　你　 　我　是　殘缺　的　彩虹　 　失去　一　個　最　重要　的　顏色　 　想要　聽　你　說　 　你　都　怎麼　過　 　你　現在　好　嗎　 　你　微笑　點頭　 　想要　聽　你　說　 　快樂　多過　憂愁　 　想要　聽　你　說　 　卻　發現　你　在　騙　我　 　這　一　次　 　你　陪　著　我　 　兩　個　人　走　 　回去　的　路　 　回頭　就　有　彩虹　 　沒有　你　 　我　是　殘缺　的　彩虹　 　哪裡　去　找　 　最　重要　的　顏色　 　想要　聽　你　說　 　你　都　怎麼　過　 　你　現在　好　嗎　 　你　微笑　點頭　 　想要　聽　你　說　 　快樂　多過　憂愁　 　想要　聽　你　說　 　卻　發現　你　在　騙　我　 　想要　聽　你　說　 　你　都　怎麼　過　 　你　現在　好　嗎　 　你　微笑　點頭　 　想要　聽　你　說　 　快樂　多過　憂愁　 　想要　聽　你　說　 　想要　聽　你　說　 　想要　聽　你　說　 　想要　聽　你　說　 　你　看見　的　光　 　是　我
